date,status,An,ap,ar,as,br,ch,ct,dd,dl,dn,ga,gj,hp,hr,jh,jk,ka,kl,la,ld,mh,ml,mn,mp,mz,nl,or,pb,py,rj,sk,tg,tn,tr,tt,un,up,ut,wb
03-May-20,Confirmed,0,58,0,0,36,3,14,0,427,0,0,374,0,66,0,35,13,0,19,0,678,0,0,49,0,0,2,330,0,114,0,21,266,12,2952,0,158,1,276
03-May-20,Recovered,6,47,0,0,7,0,0,0,106,0,0,146,1,3,5,33,22,1,0,0,115,0,0,174,0,0,4,5,1,114,0,46,38,0,911,0,56,0,-19
03-May-20,Deceased,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,27,0,0,5,0,0,0,1,0,3,0,0,1,0,140,0,0,0,74
04-May-20,Confirmed,0,67,0,0,11,5,1,0,349,0,0,376,1,75,0,25,37,0,0,0,1567,0,0,105,0,0,7,130,0,175,0,3,527,13,3656,0,121,0,61
04-May-20,Recovered,0,36,0,0,3,2,0,0,69,0,0,153,0,9,0,16,28,61,0,0,350,0,0,58,0,0,0,11,0,82,0,40,30,0,1082,0,48,0,86
04-May-20,Deceased,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,2,0,0,0,35,0,0,9,0,0,0,2,0,6,0,0,1,0,103,0,7,0,11
05-May-20,Confirmed,0,67,0,2,7,17,1,0,206,1,0,441,1,31,10,15,22,3,0,0,984,0,0,107,0,0,8,219,0,97,0,11,508,13,2971,0,114,1,85
05-May-20,Recovered,0,65,0,0,31,0,0,0,37,0,0,186,0,2,6,17,10,0,0,0,354,0,0,144,1,0,0,5,0,87,0,43,76,0,1295,0,185,0,46
05-May-20,Deceased,0,1,0,0,0,0,0,0,0,0,0,49,1,0,0,0,2,0,0,0,34,0,0,11,0,0,1,2,0,12,0,0,2,0,128,0,6,0,7
06-May-20,Confirmed,0,60,0,1,7,5,0,0,428,0,0,380,1,46,2,34,20,0,0,0,1233,0,0,89,0,0,28,75,0,159,0,11,771,22,3602,0,118,0,112
06-May-20,Recovered,0,140,0,2,0,0,0,0,74,0,0,119,0,4,4,2,23,7,0,0,275,0,0,99,0,0,1,2,0,214,0,20,31,0,1161,0,143,0,1
06-May-20,Deceased,0,2,0,0,0,0,0,0,1,0,0,28,0,1,0,0,0,0,0,0,34,0,0,9,0,0,0,2,0,4,0,0,2,0,91,0,4,0,4
07-May-20,Confirmed,0,56,0,8,8,11,0,0,448,0,0,388,3,31,5,18,12,0,0,0,1216,0,0,114,0,0,14,118,0,110,0,15,580,24,3344,0,73,0,92
07-May-20,Recovered,1,51,0,0,60,0,0,0,389,0,0,209,0,0,4,13,12,5,0,0,207,0,0,132,0,0,1,14,0,150,0,45,31,0,1475,0,120,0,31
07-May-20,Deceased,0,2,0,0,1,0,0,0,1,0,0,29,0,0,0,1,1,0,0,0,43,0,0,8,0,0,0,1,0,6,0,0,2,0,104,0,2,0,7
08-May-20,Confirmed,0,54,0,6,29,11,0,0,338,0,0,390,4,22,22,30,48,1,0,0,1089,0,0,89,0,0,51,87,1,152,0,10,600,30,3339,0,143,2,130
08-May-20,Recovered,0,62,0,0,49,0,2,0,89,0,0,163,0,19,0,29,10,10,1,0,169,0,0,118,0,0,1,3,2,122,0,34,58,0,1111,0,137,6,27
08-May-20,Deceased,0,3,0,1,0,1,0,0,2,0,0,24,0,1,0,0,0,0,0,0,37,0,0,7,0,0,0,1,0,4,0,0,3,0,97,0,4,0,9
09-May-20,Confirmed,0,43,0,2,32,23,0,0,224,0,0,394,2,28,2,13,41,2,0,0,1165,1,0,116,0,0,82,31,0,129,0,31,526,17,3175,0,159,4,108
09-May-20,Recovered,0,45,0,0,51,3,5,0,0,0,0,219,1,11,37,4,10,1,0,0,330,0,0,131,0,0,5,5,0,151,0,24,219,0,1414,0,112,1,49
09-May-20,Deceased,0,3,0,-1,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,48,0,0,11,0,0,1,2,0,3,0,1,4,0,115,0,8,0,11
10-May-20,Confirmed,0,50,0,1,96,4,0,0,381,0,0,398,6,28,1,25,54,7,0,0,1943,0,0,157,0,0,25,61,2,106,0,33,669,16,4311,0,94,1,153
10-May-20,Recovered,0,38,0,0,36,0,6,0,49,0,0,454,0,10,0,15,36,4,3,0,399,0,0,196,0,0,0,9,1,79,0,0,135,0,1669,0,154,0,45
10-May-20,Deceased,0,1,0,0,1,1,0,0,5,0,0,21,0,1,0,0,1,0,0,0,53,0,0,4,0,0,0,0,0,2,0,0,3,0,112,0,5,0,14
11-May-20,Confirmed,0,38,0,2,42,8,0,0,310,0,0,347,1,27,4,18,14,7,0,0,1230,0,0,171,0,0,38,54,0,174,0,79,798,0,3592,0,106,0,124
11-May-20,Recovered,0,73,0,5,23,4,4,0,60,0,0,235,0,37,0,44,4,0,1,0,587,0,0,71,0,0,17,2,0,83,0,50,92,0,1579,0,105,0,82
11-May-20,Deceased,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,1,0,0,0,0,36,0,0,6,0,0,0,0,0,5,0,0,6,0,81,0,1,0,5
12-May-20,Confirmed,0,71,0,0,130,6,0,0,406,0,0,362,8,50,11,55,63,5,0,0,1026,0,0,201,0,0,22,37,0,138,0,51,716,2,3562,0,91,1,110
12-May-20,Recovered,0,58,0,0,5,2,1,0,383,1,0,466,0,5,1,28,7,0,0,0,339,0,0,113,0,0,31,3,0,130,0,21,83,0,1905,0,115,0,113
12-May-20,Deceased,0,1,0,0,0,0,0,0,13,0,0,24,0,0,0,0,0,0,0,0,53,0,0,4,0,0,0,1,0,4,0,2,8,0,120,0,2,0,8
13-May-20,Confirmed,0,48,0,15,74,4,0,0,359,0,0,364,1,13,5,37,34,10,1,0,1495,0,0,187,0,0,101,10,1,202,0,41,509,1,3726,0,94,3,117
13-May-20,Recovered,0,86,0,0,18,0,1,0,346,0,0,316,0,76,8,11,18,1,0,0,422,1,0,144,0,0,27,29,0,119,0,117,41,0,1963,0,92,0,90
13-May-20,Deceased,0,1,0,0,1,0,0,0,20,0,0,29,0,0,0,1,2,0,0,0,54,0,0,7,0,0,0,0,0,4,0,2,3,0,137,0,4,0,9
14-May-20,Confirmed,0,68,0,7,46,0,1,0,472,0,8,324,6,25,26,12,28,26,0,0,1602,0,1,253,0,0,134,11,3,206,0,47,447,1,3991,0,144,6,87
14-May-20,Recovered,0,50,0,0,12,7,1,0,187,0,0,191,0,21,0,19,9,3,0,0,542,0,0,167,0,0,15,23,0,65,0,13,65,27,1594,0,107,4,66
14-May-20,Deceased,0,1,0,0,0,0,0,0,9,0,0,20,0,0,0,0,2,0,0,0,44,0,0,5,0,0,0,0,0,4,0,0,2,0,97,0,2,0,8
15-May-20,Confirmed,0,102,0,3,34,0,6,0,425,0,0,340,2,36,8,30,69,16,0,0,1576,0,0,169,0,0,65,-3,0,213,0,40,434,0,3808,0,155,4,84
15-May-20,Recovered,0,60,0,1,28,3,0,0,473,0,0,282,0,25,10,28,20,0,2,0,475,0,0,112,0,0,8,82,0,91,0,7,359,13,2234,0,93,1,61
15-May-20,Deceased,0,0,0,0,0,0,0,0,8,0,0,20,0,2,0,0,1,0,0,0,49,0,0,2,0,0,0,0,0,0,0,0,5,0,104,0,7,0,10
16-May-20,Confirmed,0,48,0,3,145,0,1,0,438,0,5,1057,2,33,6,108,36,11,0,0,1606,0,4,195,0,0,0,14,1,213,0,55,477,11,4794,0,201,9,115
16-May-20,Recovered,0,101,0,0,33,11,2,0,408,0,0,273,4,50,16,29,16,4,0,0,524,0,0,32,0,0,30,952,0,215,0,12,939,22,4012,0,276,0,63
16-May-20,Deceased,0,1,0,0,1,0,0,0,6,0,0,19,0,0,0,1,0,0,0,0,67,0,0,4,0,0,0,0,0,1,0,0,4,0,120,0,9,0,7
17-May-20,Confirmed,0,25,0,8,142,0,18,0,422,0,9,391,2,23,6,62,55,14,0,0,2347,0,0,187,0,0,91,18,0,242,0,42,639,-2,5049,0,206,1,101
17-May-20,Recovered,0,103,0,1,0,0,1,0,276,0,0,191,1,48,0,33,13,0,0,0,600,0,0,88,0,0,24,109,0,111,0,21,634,21,2538,0,195,1,67
17-May-20,Deceased,0,1,0,0,0,0,0,0,19,0,0,34,0,1,0,1,1,0,0,0,63,0,0,5,0,0,1,3,0,5,0,0,4,0,152,0,8,0,6
18-May-20,Confirmed,0,52,0,15,103,5,10,0,299,0,9,366,10,18,5,106,99,29,0,0,2005,0,0,259,0,0,48,16,0,305,0,41,536,0,4628,0,141,4,147
18-May-20,Recovered,0,96,0,0,44,3,0,0,283,0,0,305,2,36,14,34,21,0,19,0,749,1,0,32,0,0,57,181,0,163,0,10,234,4,2482,0,147,0,47
18-May-20,Deceased,0,0,0,2,1,0,0,0,12,0,0,35,0,0,0,2,0,0,0,0,51,0,0,4,0,0,0,2,0,7,0,0,3,0,131,0,6,0,6
19-May-20,Confirmed,0,57,0,42,96,3,5,0,500,0,8,395,2,36,20,28,149,12,0,0,2078,0,2,229,0,0,102,22,5,338,0,42,688,8,6154,814,321,15,137
19-May-20,Recovered,0,69,0,0,0,3,0,0,265,0,0,239,5,29,0,38,13,0,0,0,1202,0,0,196,0,0,30,95,1,119,0,9,489,27,3032,0,135,0,68
19-May-20,Deceased,0,2,0,0,0,0,0,0,6,0,0,25,1,0,0,2,3,0,0,0,76,0,0,6,0,0,1,1,0,5,0,4,3,0,146,0,5,0,6
20-May-20,Confirmed,0,71,0,31,257,3,14,0,534,0,4,398,18,29,42,73,67,24,1,0,2161,1,16,270,0,0,74,3,1,170,0,27,743,0,5720,282,249,15,142
20-May-20,Recovered,0,43,0,7,54,79,0,0,442,0,0,176,3,21,2,31,13,5,0,0,679,0,0,103,0,0,36,152,0,67,0,2,987,0,3113,0,148,1,62
20-May-20,Deceased,0,1,0,0,0,0,0,0,10,0,0,30,0,0,0,1,1,0,0,0,65,0,0,9,0,0,1,0,0,4,0,2,3,0,134,0,4,0,3
21-May-20,Confirmed,0,45,0,22,211,16,14,0,571,0,2,371,42,37,13,59,143,24,0,0,2345,0,0,246,0,0,51,23,0,212,0,38,776,2,6023,307,340,19,94
21-May-20,Recovered,0,41,0,6,0,42,0,0,375,0,0,269,5,33,7,6,15,8,0,0,1408,0,0,110,0,0,50,25,0,81,0,23,400,32,3131,0,138,0,57
21-May-20,Deceased,0,1,0,0,0,0,0,0,18,0,0,24,0,0,0,2,0,0,0,0,64,0,0,4,0,0,1,1,0,4,0,5,7,0,148,0,11,0,6
22-May-20,Confirmed,0,62,0,15,179,1,44,0,660,0,2,363,16,37,20,40,138,42,2,0,2940,0,1,189,0,0,86,1,3,267,0,62,786,0,6536,217,220,8,135
22-May-20,Recovered,0,26,0,0,58,0,3,0,330,0,9,392,0,25,0,36,26,2,0,0,857,0,0,245,0,0,43,28,0,195,0,7,846,4,3280,0,120,0,28
22-May-20,Deceased,0,1,0,0,2,0,0,0,14,0,0,29,0,2,0,0,0,1,0,0,63,0,0,1,0,0,0,0,0,2,0,3,4,0,142,0,14,0,6
23-May-20,Confirmed,0,47,0,121,228,6,42,0,591,1,1,396,17,64,27,80,216,62,3,0,2608,0,3,201,0,0,80,16,0,248,1,52,759,16,6663,279,282,91,127
23-May-20,Recovered,0,48,0,2,24,1,2,0,370,0,0,289,2,44,5,54,11,3,0,0,821,0,0,178,0,0,61,23,0,106,0,25,363,0,2576,0,82,2,60
23-May-20,Deceased,0,1,0,0,0,0,0,0,23,0,0,27,0,0,0,1,1,0,0,0,60,0,0,9,0,0,0,0,0,7,0,1,5,0,142,0,3,0,4
24-May-20,Confirmed,0,66,1,46,180,37,38,0,508,0,11,394,18,53,20,52,130,53,3,0,3041,0,3,294,0,0,67,15,15,286,0,41,765,3,7111,439,251,73,208
24-May-20,Recovered,0,62,0,1,49,0,0,0,273,0,0,243,2,15,7,35,46,5,0,0,1196,0,2,141,0,0,53,28,2,62,0,24,833,13,3285,0,132,3,58
24-May-20,Deceased,0,0,0,0,0,1,0,0,30,0,0,29,0,0,1,0,0,1,0,0,58,0,0,9,0,0,0,1,0,3,0,4,8,0,156,0,6,2,3
25-May-20,Confirmed,0,106,0,156,163,4,40,0,635,0,1,405,20,29,35,47,93,49,1,0,2436,1,4,194,0,3,102,21,8,272,0,66,805,4,6414,304,229,32,149
25-May-20,Recovered,0,51,0,5,31,8,3,0,231,0,3,224,4,37,0,0,51,12,0,0,1186,0,0,163,0,0,99,15,5,208,0,72,407,0,3012,0,122,0,75
25-May-20,Deceased,0,0,0,0,2,0,0,0,15,0,0,30,0,0,0,2,2,0,0,0,60,0,0,10,0,0,0,0,0,4,0,3,7,0,150,0,8,1,6
26-May-20,Confirmed,0,97,0,134,231,12,68,0,412,0,0,361,24,92,21,91,101,67,0,0,2091,5,3,165,0,1,79,25,0,236,0,112,646,34,5907,328,227,51,193
26-May-20,Recovered,0,125,0,0,67,0,12,0,183,0,9,501,0,22,5,24,59,10,0,0,1168,0,0,118,0,0,84,5,0,220,0,120,611,0,3585,0,164,6,72
26-May-20,Deceased,0,1,0,0,1,0,0,0,12,0,0,27,0,0,0,1,0,1,0,0,97,0,0,5,0,0,0,0,0,3,0,1,11,0,173,0,8,0,5
27-May-20,Confirmed,0,134,0,101,68,1,4,0,792,0,1,376,26,76,7,162,135,40,1,0,2190,0,5,237,0,5,76,33,0,280,0,107,817,10,7246,1043,267,69,183
27-May-20,Recovered,0,48,0,25,118,0,4,0,310,0,9,410,3,14,0,21,17,10,0,0,964,0,0,238,0,0,79,0,0,286,0,37,567,0,3434,0,167,15,92
27-May-20,Deceased,0,1,0,0,1,0,0,0,15,0,0,23,2,2,0,2,3,0,0,0,105,0,0,8,0,0,0,0,0,3,0,6,6,0,188,0,5,0,6
28-May-20,Confirmed,0,128,1,97,149,10,34,0,1024,0,1,367,8,123,6,115,115,85,20,0,2598,1,11,192,0,9,67,19,4,251,0,117,827,2,7254,319,179,31,344
28-May-20,Recovered,0,68,0,16,132,2,0,0,231,0,1,454,7,43,0,5,53,3,0,0,698,0,0,123,0,0,75,28,0,253,0,24,639,2,3171,0,224,0,90
28-May-20,Deceased,0,1,0,0,0,0,0,0,13,0,0,22,0,1,0,1,0,1,0,0,85,0,0,8,0,0,0,0,0,7,0,4,12,0,176,0,15,0,6
29-May-20,Confirmed,0,85,0,177,174,0,17,0,1105,0,0,372,14,217,82,128,248,62,0,0,2682,6,4,192,0,7,63,39,4,298,0,169,874,10,8138,341,275,216,277
29-May-20,Recovered,0,101,0,22,159,0,17,0,351,0,3,608,10,59,63,16,60,10,0,0,8381,0,2,219,0,0,90,3,6,429,0,36,765,0,11735,0,195,23,107
29-May-20,Deceased,0,1,0,0,0,0,1,0,82,0,0,20,0,0,1,1,1,1,0,0,116,0,0,13,0,0,2,2,0,4,0,4,9,0,269,0,4,0,7
30-May-20,Confirmed,0,131,1,159,206,0,32,0,1163,0,1,412,18,202,73,177,141,58,3,0,2940,0,1,246,0,11,96,36,0,252,0,74,938,17,8364,370,256,33,317
30-May-20,Recovered,0,55,0,38,102,10,2,0,229,0,1,621,24,31,40,33,103,10,0,0,1084,0,0,175,0,0,73,18,0,495,0,31,687,5,4303,0,241,0,195
30-May-20,Deceased,0,0,0,0,6,0,0,0,18,0,0,27,0,1,0,0,1,1,0,0,99,0,0,9,0,0,0,2,0,9,0,6,6,0,205,0,12,1,7
31-May-20,Confirmed,0,110,0,123,242,4,51,0,1295,0,1,438,18,168,41,105,299,61,0,0,2487,0,11,198,0,7,129,30,13,214,0,199,1149,45,8789,448,374,158,371
31-May-20,Recovered,0,51,0,22,209,0,12,0,403,0,2,689,9,77,0,19,221,15,4,0,1248,0,5,398,0,0,76,20,2,293,0,16,757,1,4928,0,192,0,187
31-May-20,Deceased,0,2,0,0,2,0,0,0,57,0,0,31,0,0,0,0,2,0,0,0,89,0,0,7,0,0,0,1,0,1,0,5,13,0,222,0,4,0,8
01-Jun-20,Confirmed,0,105,18,146,138,4,49,0,990,1,2,423,9,265,26,155,187,57,0,0,2358,1,12,194,0,0,156,38,9,269,0,94,1162,107,7723,139,286,52,271
01-Jun-20,Recovered,0,34,0,99,221,15,7,0,268,0,6,861,2,7,40,19,100,18,0,0,779,0,0,161,0,0,119,13,0,181,0,63,413,0,3882,0,187,120,149
01-Jun-20,Deceased,0,2,0,0,0,0,0,0,50,0,0,25,0,1,0,3,1,1,0,0,76,0,0,8,0,0,0,-1,0,5,0,6,11,0,201,0,5,0,8
02-Jun-20,Confirmed,0,115,5,74,151,4,15,0,1298,0,6,415,5,296,61,117,388,86,4,0,2287,2,6,137,12,6,141,41,0,273,0,99,1091,48,8815,784,368,84,396
02-Jun-20,Recovered,0,40,0,53,62,0,9,0,497,0,7,1114,18,14,0,7,75,19,0,0,1225,0,3,218,0,0,80,17,0,222,0,35,536,0,4531,0,146,30,104
02-Jun-20,Deceased,0,0,0,0,1,1,1,0,33,0,0,29,0,2,0,2,0,1,1,0,103,0,0,6,0,0,0,2,0,4,0,4,13,0,222,0,7,2,10
03-Jun-20,Confirmed,0,180,10,271,230,0,64,0,1513,8,47,485,14,302,42,139,267,82,9,0,2560,3,19,168,1,9,143,34,11,279,1,129,1286,151,9689,709,141,42,340
03-Jun-20,Recovered,0,50,0,76,222,0,40,0,299,0,0,318,10,20,1,54,111,24,1,0,996,1,24,224,0,0,91,12,8,309,0,30,610,0,3789,0,81,7,170
03-Jun-20,Deceased,0,4,0,0,1,0,0,0,59,0,0,30,0,0,0,1,1,0,0,0,122,0,0,7,0,0,0,1,0,6,0,7,8,0,259,0,1,1,10
04-Jun-20,Confirmed,0,141,5,285,126,1,147,0,1359,3,40,492,24,327,63,285,257,94,4,0,2933,0,16,174,3,22,90,39,9,210,0,127,1384,24,9847,360,367,68,368
04-Jun-20,Recovered,0,65,0,46,95,8,36,0,356,0,0,455,29,34,69,41,106,39,0,0,1352,0,0,192,0,0,65,14,4,360,0,31,585,0,4390,0,182,38,188
04-Jun-20,Deceased,0,3,0,0,3,0,0,0,44,0,0,33,0,1,1,1,4,3,0,0,123,0,0,6,0,0,0,0,0,4,0,6,15,0,274,0,15,2,10
05-Jun-20,Confirmed,0,138,4,128,146,7,90,0,1330,0,30,510,9,316,95,182,515,111,3,0,2436,0,13,234,5,14,130,46,5,222,1,143,1438,48,9461,127,496,62,427
05-Jun-20,Recovered,0,36,0,50,113,51,25,0,417,0,8,344,10,86,69,38,83,22,0,0,1475,0,0,241,0,0,123,26,6,255,0,40,861,0,4779,0,209,47,144
05-Jun-20,Deceased,0,2,0,0,1,0,0,0,49,0,0,35,0,0,1,1,0,0,0,0,139,0,0,7,0,0,1,1,0,5,0,8,12,0,286,0,12,1,11
